Local Body Code,Local Body Name,Ward Code, Ward Number,Ward Name,
248562,Jhajjar,1302084,19,Jhajjar (MC) - Ward No. 19,
248500,Yamunanagar,64814,4,Yamunanagar (M Cl ) - Ward No.4,
248517,Karnal,63949,5,Karnal (M Cl ) - Ward No.5,
289551,Sisai,1302343,9,Ward No. 9,
248545,Barwala,16861,5,Barwala (MC) - Ward No.5,
248509,Ladwa,1302110,15,Ladwa (MC) - Ward No.15,
248541,Sirsa,16811,27,Sirsa (M Cl ) - Ward No.27,
248585,Faridabad,1302348,21,Ward No. 21,
248533,Jind,16694,19,Jind (M Cl ) - Ward No.19,
248586,Palwal,18044,17,Palwal (M Cl ) - Ward No.17,
248489,Panchkula,24640,20,Panchkula Urban Estate (EO) - Ward No.20,
248560,Bahadurgarh,1302017,29,Bahadurgarh (M Cl ) - Ward No.29,
272866,Barara,1302191,2,Barara (MC) - Ward No. 2,
248550,Bhiwani,64109,1,Bhiwani (M Cl ) - Ward No.1,
248508,Thanesar,24947,19,Thanesar (M Cl ) - Ward No.19,
289253,ISMAILABAD,1302323,2,Ward No. 2,
276399,JAKHAL MANDI,1302291,13,Jhakal Mandi (MC)- Ward No. 13,
248535,Safidon,16723,4,Safidon (MC) - Ward No.4,
248517,Karnal,63947,3,Karnal (M Cl ) - Ward No.3,
290431,Ambala Sadar,2111507,24,Ward No. 24,
248533,Jind,16683,8,Jind (M Cl ) - Ward No.8,
248507,Pehowa,64852,11,Pehowa (MC) - Ward No.11,
248543,Ellenabad,16837,7,Ellenabad (MC) - Ward No.7,
248576,Gurugram,64228,25,Gurgaon (M Cl ) - Ward No.25,
248508,Thanesar,1302007,26,Thanesar (M CI) - Ward No. 26,
248587,Hathin,65022,9,Hathin (MC) - Ward No.9,
248589,Hodal,18071,8,Hodal (MC) - Ward No.8,
248589,Hodal,18070,7,Hodal (MC) - Ward No.7,
248579,Sohna,64987,1,Sohna (MC) - Ward No.1,
248580,Taoru,1302258,14,Ward No. 14,
248508,Thanesar,24942,14,Thanesar (M Cl ) - Ward No.14,
248537,Tohana,16753,19,Tohana (MC) - Ward No.19,
248564,Mahendragarh,1302166,14,Mahendragarh (MC) - Ward No. 14,
248508,Thanesar,24953,25,Ratgal (OG) - Ward No.25,
248533,Jind,16700,25,Jind (M Cl ) - Ward No.25,
248536,Ratia,64029,8,Ratia (MC) - Ward No.8,
248554,Charkhi Dadri,64156,6,Charkhi Dadri (MC) - Ward No.6,
248572,Haileymandi,64199,9,Haileymandi (MC) - Ward No.9,
248557,Rohtak,16949,2,Rohtak (M Cl ) - Ward No.2,
248491,Ambala,24665,5,Ambala (M Cl ) - Ward No.5,
