Local Body Code,Local Body Name,Ward Code,Ward Number,Ward Name,
250846,Nagda,7279,13,Rani laxmibai ward,
290462,Tendukheda- damoh,1307060,8,Lal bahadur shashtri ward,
250934,Biaora,78552,12,laxmi bai ward,
250718,Kumbhraj,7829,12,Jawahar ward,
250908,Sanawad,22876,13,Chandrashekhar Azad Ward,
250807,Shahdol,14065,18,Chhatrasal ward,
250952,Budni,78635,11,Budni (NP) - Sardar Patel Ward,
250797,Rewa,13088,29,Dobia tank Ward,
250750,Panna,9557,12,Gandhi ward,
289260,BAMHNI BANJAR,1302393,1,Hanuman ji ward,
250738,Nowgong,72349,8,Deen Dayal Upadhyay Ward,
250705,Shivpuri,7021,8,Savarkar Ward,
250923,Khandwa,882991,46,Mahatma Gandhi Ward No.46 Khandwa (M Corp.),
250966,Khirkiya,36575,4,Mahatma Gandhi Ward,
250823,Neemuch,3809,29,WARD 29 Dr. Mukherjee Ward,
290429,Tendukheda- Narsimhapur,1306222,15,MAHATMA GANDHI,
250981,Vijayraghavgarh,38563,5,Shivaji Ward,
250754,Pawai,9600,13,Mother Kelli Ward,
250836,Piploda,4641,12,Dr. Radhakrishan ward,
250931,Rajgarh,1300011,13,LALBAHADUR SHASTRI,
248070,BETUL BAZAR,36530,7,Tilak Ward,
250926,Shahpur Burhanpur,1300201,8,WARD 08 Chandra shekher azad,
250736,Chandla,8565,14,RAJIV GANDHI WARD,
250970,Itarsi,37501,35,Pathrota (OG) - Ward No.35,
250777,Chitrakoot,11363,9,Vaidehi Ward,
250684,Bhind,4492,16,Gopal cowshed Ward,
250678,Banmor,4364,7,Azad ward,
250820,Ratangarh,820,5,WARD 05 Chandra Shekhar Ward,
293819,New Ramnagar,1307260,11,Sardar Vallabh Bhai Patel Ward,
250981,Vijayraghavgarh,38562,4,Ambedkar Ward,
253125,Silwani,1299936,12,SHAHSTRI NAGAR WARD,
250699,Antari,5922,11,Swami vivekanand ward,
250823,Neemuch,846,1,WARD 01 Rajiv Gandhi Ward,
289260,BAMHNI BANJAR,1302403,11,Dr ambedkar,
250695,Bilaua,71779,12,Azad Bhagat Singh Ward,
250678,Banmor,4367,10,Nehru Ward,
250764,Sagar,9936,41,BARIYA,
250912,Bhikangaon,78435,15,Tagore ward,
251023,Chandameta -Butaria,48498,15,Pt. Baldev Prasad Ward,
290323,Jeron khalsa,1307278,14,Bhagat Singh Ward 14,
251033,Seoni,1333,22,AMBEDKAR WARD,
250927,Nepanagar,23743,13,Maharana Pratap Ward,
250697,Pichhore Gwalior,4949,13,Bhagat Singh Ward,
250836,Piploda,4634,5,Bhagat singh Ward,
262977,Shadora,1299952,14,Shiv Ward,
250925,Burhanpur,23709,27,WARD 27 Daudpura Ward,
250997,Barela,76857,7,Shastri Ward,
251010,Jamai,45057,17,Swami Vivekanand Ward,
250930,Khilchipur,23758,4,Dr.AMBEDKAR WARD,
250749,Ajaygarh,72381,10,Dr. Rajendra Prasad Ward 10,
250751,Devendranagar,72475,5,Devendra vijay ward,
250679,Joura,4395,3,Ambedkar Ward,
250944,Vidisha,927583,39,Tilakhedi Ward,
250942,Kurwai,32898,12,Purani tehseel ward,
251042,Malajkhand,74883,6,Subhash Chandra Bos Ward,
250953,Rehti,34930,13,Rehti (NP) - Gurunanak Ward,
250987,Panagar,78826,12,VIVEKANAND WARD,
250908,Sanawad,22874,11,Balwant Ward,
250694,Gwalior,4866,22,Kabir,
253193,Kotma,14116,12,Ward Dakrajendra offerings,
250853,Soyatkalan,7706,11,WARD 11 Lal Bahadur shastri Ward,
263155,SARWANIYA MAHARAJ,1299962,9,WARD 09 Mahaveer,
250944,Vidisha,78579,6,Maharana Pratap Ward,
250788,Chakghat,12132,5,Subhash Chandra Ward,
250768,Garhakota,72532,16,Tilak Ward,
250740,Maharajpur,8611,15,SANVARI WARD,
250881,Jobat,16292,9,Dr Rajendra Prasad Ward,
250843,Ratlam,5306,6,WARD 06 Indralok Nagar ward,
250918,Khetia,23094,7,Lal Bahadur Shastri Ward,
250690,Mihona,4688,5,Indra Nagar ward,
250889,Mandav,21129,2,SHREE RAM MANDIR WARD,
250677,Morena,2149,20,Mahatma Jyotiba Ward,
