Local Body Code,Local Body Name,Ward Code, Ward Number,Ward Name,
252087,Margao,1496,8,Margao (M Cl) - Ward No.8,
252079,Valpoi,74927,6,Valpoi (M Cl) - Ward No.6,
252100,Canacona,1632,7,Canacona (M Cl) - Ward No.7,
252061,Mapusa,1471,6,Mapusa (M Cl) - Ward No.6,
252095,Cuncolim,1307283,11,Cuncolim (M CI)- Ward No. 11,
252077,Sanquelim,1465,9,Sanquelim (M Cl) - Ward No.9,
252079,Valpoi,74922,1,Valpoi (M Cl) - Ward No.1,
252096,Curchorem Cacora,37373,3,Curchorem Cacora (M Cl) - Ward No.3,
252082,Ponda,932830,12,Ponda (MCI) - Ward No.12,
252087,Margao,6360,17,Margao (MCI) - Ward No.17,
252077,Sanquelim,1458,2,Sanquelim (M Cl) - Ward No.2,
252075,Bicholim,68189,4,Bicholim (M Cl) - Ward No.4,
252095,Cuncolim,1621,8,Cuncolim (M Cl) - Ward No.8,
252087,Margao,1307294,21,Margao ( MCI) - Ward No. 21,
